doi,short_name,uniprotkb,protein,genbank_id
10.1016.j.ymben.2016.02.008,adhE,A0A0V8C8J7,Aldehyde-alcohol dehydrogenase,XAM47746.1
10.1016.j.ymben.2016.02.008,ldhA,A0A089XR11,L-lactate dehydrogenase,WP_354691639.1
10.1016.j.ymben.2016.02.013,thrA,P00561,Bifunctional aspartokinase/homoserine dehydrogenase 1,XP_015612302.1
10.1016.j.ymben.2016.02.013,iclR,P16528,Transcriptional repressor IclR,XCO06021.1
10.1016.j.ymben.2016.02.013,lysA,P00861,Diaminopimelate decarboxylase,WP_354692438.1
10.1016.j.ymben.2016.02.013,lysC,P08660,Lysine-sensitive aspartokinase 3,WP_354690522.1
10.1016.j.ymben.2016.02.013,ppc,P00864,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1016.j.ymben.2016.03.005,frdA,P00363,Fumarate reductase flavoprotein subunit,WP_354676329.1
10.1016.j.ymben.2016.03.005,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1016.j.ymben.2016.03.005,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1016.j.ymben.2016.03.005,poxB,P07003,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1016.j.ymben.2016.03.005,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1016.j.ymben.2016.03.005,ydiI,A0A0H2V7M4,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",WP_354691324.1
10.1016.j.ymben.2016.03.005,fadB,A0A024L7L5,Fatty acid oxidation complex subunit alpha,WP_354690188.1
10.1016.j.ymben.2016.03.005,atoB,P76461,Acetyl-CoA acetyltransferase,XCO04368.1
10.1016.j.ymben.2016.03.007,gapB,Q2XUQ9,Glyceraldehyde-3-phosphate dehydrogenase,WP_354690629.1
10.1016.j.ymben.2016.03.007,gapA,Q2XUQ1,Glyceraldehyde-3-phosphate dehydrogenase,WP_354690629.1
10.1016.j.ymben.2016.03.007,lysC,P26512,Aspartokinase,WP_354690522.1
10.1016.j.ymben.2016.04.003,plsX,A0A066RGB5,Phosphate acyltransferase,WP_354692067.1
10.1016.j.ymben.2016.04.003,ybbO,P0AFP4,Uncharacterized oxidoreductase YbbO,P0AFP4.1
10.1016.j.ymben.2016.04.003,aar,A0A3K9T7Q1,AggR-activated transcriptional regulator Aar,XBW74250.1
10.1016.j.ymben.2016.04.003,fadR,P0A8V6,Fatty acid metabolism regulator protein,XCO03366.1
10.1016.j.ymben.2016.05.006,pfkA,P0A796,ATP-dependent 6-phosphofructokinase isozyme 1,CAL4859928.1
10.1016.j.ymben.2016.05.008,aceA,P0A9G6,Isocitrate lyase,WP_354685213.1
10.1016.j.ymben.2016.05.008,MDH,P61889,Malate dehydrogenase,WP_354692005.1
10.1016.j.ymben.2016.05.008,TPI,P0A858,Triosephosphate isomerase,XP_066214244.1
10.1016.j.ymben.2016.05.008,icd,P08200,Isocitrate dehydrogenase [NADP],WP_354692863.1
10.1016.j.ymben.2016.05.008,gltA,P0ABH7,Citrate synthase,WP_354690523.1
10.1016.j.ymben.2016.05.008,cadA,P0A9H3,Inducible lysine decarboxylase,WP_354688438.1
10.1016.j.ymben.2016.07.001,POX1,O74934,Acyl-coenzyme A oxidase 1,XP_025878719.2
10.1016.j.ymben.2016.07.001,GPD1,Q9UVF4,Glycerol-3-phosphate dehydrogenase [NAD(+)] 1,WP_354688608.1
10.1016.j.ymben.2016.07.003,fabH,P0A6R0,Beta-ketoacyl-[acyl-carrier-protein] synthase III,WP_354691244.1
10.1016.j.ymben.2016.07.003,fadE,Q47146,Acyl-coenzyme A dehydrogenase,WP_354523023.1
10.1016.j.ymben.2016.07.003,FadR,A0A2X1PXT9,Fatty acid metabolism regulator protein FadR,XCO03366.1
10.1016.j.ymben.2016.07.003,LplA,A0A418GKR0,Lipoate--protein ligase LplA,XCO02222.1
10.1016.j.ymben.2016.07.003,TesA,A0A828UCX3,TesA,XCO06392.1
10.1016.j.ymben.2016.07.009,pyk,Q46078,Pyruvate kinase,WP_354688665.1
10.1016.j.ymben.2016.07.009,pgk,A0A160PSK6,Phosphoglycerate kinase,WP_354684968.1
10.1016.j.ymben.2016.07.010,ldhA,Q6F5A8,L-lactate dehydrogenase,WP_354691639.1
10.1016.j.ymben.2016.07.011,PEX10,Q9P4U5,RING-type E3 ubiquitin transferase,NP_001028307.2
10.1016.j.ymben.2016.07.012,gadE,P63204,Transcriptional regulator GadE,NP_001028446.2
10.1016.j.ymben.2016.07.012,atoB,P76461,Acetyl-CoA acetyltransferase,XCO04368.1
10.1016.j.ymben.2016.07.013,ARG7,P22675,Argininosuccinate lyase,WP_354692339.1
10.1016.j.ymben.2016.08.003,CCS1,P40202,Superoxide dismutase 1 copper chaperone,XP_066214061.1
10.1016.j.ymben.2016.08.004,ptsF,A0A160PQK0,protein-N(pi)-phosphohistidine--D-fructose phosphotransferase,AGK79028.1
10.1016.j.ymben.2016.08.004,gnd,A0A160PQN6,"6-phosphogluconate dehydrogenase, decarboxylating",BFO17300.1
10.1016.j.ymben.2016.08.004,zwf,A0A0U4QBW7,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1016.j.ymben.2016.08.005,aroK,A0A160PSP1,Shikimate kinase,WP_354683391.1
10.1016.j.ymben.2016.08.005,ptsH,A0A160PUJ4,PTS phosphohistidine-containing protein,AGG67067.1
10.1016.j.ymben.2016.08.005,ldhA,Q6F5A8,L-lactate dehydrogenase,WP_354691639.1
10.1016.j.ymben.2016.08.005,tkt,A0A160PTS6,Transketolase,WP_354692635.1
10.1016.j.ymben.2016.08.005,aroD,Q53Z51,3-dehydroquinate dehydratase,WP_354691707.1
10.1016.j.ymben.2016.08.005,aroB,A0A0S2T577,3-dehydroquinate synthase,WP_354683390.1
10.1016.j.ymben.2016.08.005,tal,A0A0U4XVR5,Transaldolase,WP_354687890.1
10.1016.j.ymben.2016.08.005,araE,C4B4V9,L-arabinose transporter,WP_354691002.1
10.1016.j.ymben.2016.08.005,aroE,A4QB65,Quinate/shikimate dehydrogenase (NAD(+)),WP_142946074.1
10.1016.j.ymben.2016.08.005,aroG,P35170,Phospho-2-dehydro-3-deoxyheptonate aldolase,XAY07946.1
10.1016.j.ymben.2016.08.005,gapA,Q2XUQ1,Glyceraldehyde-3-phosphate dehydrogenase,WP_354690629.1
10.1016.j.ymben.2016.09.004,gabD,P25526,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,WP_354684406.1
10.1016.j.ymben.2016.09.004,aceB,P08997,Malate synthase A,WP_354692864.1
10.1016.j.ymben.2016.09.004,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1016.j.ymben.2016.09.004,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1016.j.ymben.2016.09.004,yneI,A0A0H2V7D8,Aldehyde-dehydrogenase like protein yneI,WMN41539.1
10.1016.j.ymben.2016.09.004,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1016.j.ymben.2016.09.004,iclR,P16528,Transcriptional repressor IclR,XCO06021.1
10.1016.j.ymben.2016.09.004,lpd,P0A9P0,Dihydrolipoyl dehydrogenase,WP_354684880.1
10.1016.j.ymben.2016.09.004,ppc,P00864,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1016.j.ymben.2016.09.004,aceE,P0AFG8,Pyruvate dehydrogenase E1 component,WP_354687835.1
10.1016.j.ymben.2016.09.006,ppc,Q31KY7,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1016.j.ymben.2016.09.006,gltA,A0A0H3K4Q0,Citrate synthase,WP_354690523.1
10.1016.j.ymben.2016.09.007,yagE,P75682,Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE,CAI9389035.1
10.1016.j.ymben.2016.09.007,sucA,P0AFG3,2-oxoglutarate dehydrogenase E1 component,WP_354688041.1
10.1016.j.ymben.2016.09.007,icd,P08200,Isocitrate dehydrogenase [NADP],WP_354692863.1
10.1016.j.ymben.2016.09.007,xylA,P00944,Xylose isomerase,XCO05607.1
10.1016.j.ymben.2016.09.007,xylB,P09099,Xylulose kinase,XP_066207616.1
10.1016.j.ymben.2016.09.007,gdhA,P00370,NADP-specific glutamate dehydrogenase,WP_354691284.1
10.1016.j.ymben.2016.09.007,araD,P08203,L-ribulose-5-phosphate 4-epimerase AraD,WP_354691633.1
10.1016.j.ymben.2016.09.007,araE,P0AE24,Arabinose-proton symporter,XCO04915.1
10.1016.j.ymben.2016.09.007,mutS,P23909,DNA mismatch repair protein MutS,WP_354688521.1
10.1016.j.ymben.2016.09.007,araB,A0A376RP67,Multifunctional fusion protein,XP_066075740.1
10.1016.j.ymben.2016.09.007,araC,P0A9E0,Arabinose operon regulatory protein,XBV15675.1
10.1016.j.ymben.2016.09.007,MutL,P23367,DNA mismatch repair protein MutL,WP_354692114.1
10.1016.j.ymben.2016.09.007,glmE,A0A085P4K4,Glutamate mutase epsilon subunit,GKX29940.1
10.1016.j.ymben.2016.09.007,araA,P08202,L-arabinose isomerase,XCO02292.1
10.1016.j.ymben.2016.09.008,nprB,P39899,Neutral protease B,NP_001185798.1
10.1016.j.ymben.2016.09.008,mpr,P39790,Extracellular metalloprotease,XCN09974.1
10.1016.j.ymben.2016.09.008,epr,P16396,Minor extracellular protease Epr,XP_066008084.1
10.1016.j.ymben.2016.09.008,nprE,P68735,Bacillolysin,WP_354656552.1
10.1016.j.ymben.2016.09.008,wprA,P54423,Cell wall-associated protease,XCN11786.1
10.1016.j.ymben.2016.09.008,aprE,P04189,Subtilisin E,WP_142509531.1
10.1016.j.ymben.2016.09.008,vpr,P29141,Minor extracellular protease Vpr,XP_066007765.1
10.1016.j.ymben.2016.09.008,bpr,P16397,Bacillopeptidase F,XCN08396.1
10.1016.j.ymben.2016.10.003,ispA,P22939,Farnesyl diphosphate synthase,WP_354686290.1
10.1016.j.ymben.2016.10.003,idi,Q46822,Isopentenyl-diphosphate Delta-isomerase,WP_354692386.1
10.1016.j.ymben.2016.10.003,dxs,P77488,1-deoxy-D-xylulose-5-phosphate synthase,WP_354684001.1
10.1016.j.ymben.2016.10.004,pta,Q65TV5,Phosphate acetyltransferase,WP_354690204.1
10.1016.j.ymben.2016.10.004,fruA,Q65QH5,protein-N(pi)-phosphohistidine--D-fructose phosphotransferase,AGK79028.1
10.1016.j.ymben.2016.10.004,ldhA,Q65QS4,LdhA protein,XCO03526.1
10.1016.j.ymben.2016.10.004,glpK,Q65R15,Glycerol kinase,WP_354687570.1
10.1016.j.ymben.2016.10.007,ilvE,A0A160PSB8,branched-chain-amino-acid transaminase,WP_354688764.1
10.1016.j.ymben.2016.10.007,ilvA,A0A160PTS9,L-threonine dehydratase,XCN43895.1
10.1016.j.ymben.2016.10.007,ldhA,Q6F5A8,L-lactate dehydrogenase,WP_354691639.1
10.1016.j.ymben.2016.10.013,hyd,G4WZU6,FeFe-hydrogenase group B2,WP_250796062.1
10.1016.j.ymben.2016.10.014,gltA,A0A0H3K4Q0,Citrate synthase,WP_354690523.1
10.1016.j.ymben.2016.10.014,ppc,Q31KY7,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1016.j.ymben.2016.10.015,frmA,P25437,S-(hydroxymethyl)glutathione dehydrogenase,DAA11693.1
10.1016.j.ymben.2016.10.017,ERG13,P54839,Hydroxymethylglutaryl-CoA synthase,WP_306402912.1
10.1016.j.ymben.2016.10.020,gldA,A0A086IKK8,Oxidoreductase,WP_354692885.1
10.1016.j.ymben.2016.10.020,dhaD,A0A023T622,Glycerol dehydrogenase,WP_354692328.1
10.1016.j.ymben.2016.10.020,budC,Q48436,Diacetyl reductase [(S)-acetoin forming],DAA10125.1
10.1016.j.ymben.2016.10.020,glpK,A0A087FKU3,Glycerol kinase,WP_354687570.1
10.1016.j.ymben.2016.10.021,pheA,A0A0J8YH10,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1016.j.ymben.2016.10.021,tyrA,A0A0J8YGP4,T-protein,WP_354689847.1
10.1016.j.ymben.2016.11.008,tdcG,P42630,L-serine dehydratase TdcG,WP_354692860.1
10.1016.j.ymben.2016.11.008,sdaA,P16095,L-serine dehydratase 1,WP_354692860.1
10.1016.j.ymben.2016.11.008,glyA,P0A825,Serine hydroxymethyltransferase,WP_354689290.1
10.1016.j.ymben.2016.11.008,sdaB,P30744,L-serine dehydratase 2,XP_066226934.1
10.1016.j.ymben.2016.11.008,thrA,P00561,Bifunctional aspartokinase/homoserine dehydrogenase 1,XP_015612302.1
10.1016.j.ymben.2016.11.009,glpK,A0A169S7R5,Glycerol kinase,WP_354687570.1
10.1016.j.ymben.2016.11.009,ptsH,A0A160PUJ4,PTS phosphohistidine-containing protein,AGG67067.1
10.1016.j.ymben.2016.11.009,ldhA,Q6F5A8,L-lactate dehydrogenase,WP_354691639.1
10.1016.j.ymben.2016.11.009,glk,A0A160PR38,Glucokinase,WP_354685415.1
10.1016.j.ymben.2016.11.009,araE,C4B4V9,L-arabinose transporter,WP_354691002.1
10.1016.j.ymben.2016.11.009,gapA,Q2XUQ1,Glyceraldehyde-3-phosphate dehydrogenase,WP_354690629.1
10.1016.j.ymben.2016.11.012,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1016.j.ymben.2016.11.012,ilvC,P05793,Ketol-acid reductoisomerase (NADP(+)),XAY05516.1
10.1016.j.ymben.2016.11.012,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1016.j.ymben.2016.11.012,frd,A0A220NTR0,dihydrofolate reductase,WP_354691436.1
10.1016.j.ymben.2016.11.012,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1016.j.ymben.2016.12.003,ERG9,P29704,Squalene synthase ERG9,DAA06882.1
10.1016.j.ymben.2016.12.003,URA3,P03962,Orotidine 5'-phosphate decarboxylase,WP_354690662.1
10.1016.j.ymben.2016.12.003,ERG10,P41338,Acetyl-CoA acetyltransferase,XCO04368.1
10.1016.j.ymben.2016.12.003,ERG20,P08524,Farnesyl pyrophosphate synthase,XP_066168481.1
10.1016.j.ymben.2016.12.003,ERG13,P54839,Hydroxymethylglutaryl-CoA synthase,WP_306402912.1
10.1016.j.ymben.2016.12.003,ERG2,P32352,C-8 sterol isomerase ERG2,KAL0640468.1
10.1016.j.ymben.2016.12.003,ERG1,P32476,Squalene epoxidase ERG1,KAL0633258.1
10.1016.j.ymben.2016.12.013,bioB,P12996,Biotin synthase,WP_354688959.1
10.1016.j.ymben.2016.12.013,matB,A0A066QEA4,Common pilus major fimbrillin subunit EcpA,XCO02544.1
10.1016.j.ymben.2016.12.014,adhE2,Q9ANR5,Aldehyde-alcohol dehydrogenase,XAM47746.1
10.1016.j.ymben.2016.12.014,xylA,P19148,Xylose isomerase,XCO05607.1
10.1016.j.ymben.2016.12.014,xylB,A0A1C5L353,Xylulose kinase,XP_066207616.1
10.1016.j.ymben.2016.12.014,xylT,A0A1C8FNU1,Xylose transport system permease protein XylH,XAY05658.1
10.1016.j.ymben.2017.01.005,relA,P0AG20,GTP pyrophosphokinase,WP_354680130.1
10.1016.j.ymben.2017.01.005,aceE,P0AFG8,Pyruvate dehydrogenase E1 component,WP_354687835.1
10.1016.j.ymben.2017.01.005,spoT,P0AG24,Bifunctional (p)ppGpp synthase/hydrolase SpoT,P0AG24.1
10.1016.j.ymben.2017.01.006,ttgR,A0A376JXX0,TetR family transcriptional regulator,WP_354692881.1
10.1016.j.ymben.2017.01.006,TtgR,A0A3P5DK70,HTH-type transcriptional regulator TtgR,Q88N29.1
10.1016.j.ymben.2017.01.006,lacZ,P00722,Beta-galactosidase,WP_354691818.1
10.1016.j.ymben.2017.01.007,pyrE,A0A3M0SPA1,Orotate phosphoribosyltransferase,WP_354691653.1
10.1016.j.ymben.2017.02.003,xylA,P00944,Xylose isomerase,XCO05607.1
10.1016.j.ymben.2017.02.003,yagE,P75682,Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE,CAI9389035.1
10.1016.j.ymben.2017.02.003,yjhH,P39359,Probable 2-dehydro-3-deoxy-D-pentonate aldolase YjhH,P39359.2
10.1016.j.ymben.2017.02.004,ptsG,Q45298,PTS system glucose-specific EIIBCA component,Q45298.1
10.1016.j.ymben.2017.02.004,ldhA,Q6F5A8,L-lactate dehydrogenase,WP_354691639.1
10.1016.j.ymben.2017.02.004,ppc,P12880,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1016.j.ymben.2017.02.004,pckG,Q9AEM1,Phosphoenolpyruvate carboxykinase [GTP],WP_354689259.1
10.1016.j.ymben.2017.02.006,PHO13,P19881,4-nitrophenylphosphatase,GAB0094296.1
10.1016.j.ymben.2017.02.006,HO,P09932,Homothallic switching endonuclease,DAA11638.1
10.1016.j.ymben.2017.02.006,ALD6,P54115,"Magnesium-activated aldehyde dehydrogenase, cytosolic",P54115.4
10.1016.j.ymben.2017.02.006,XYL2,Q07993,D-xylulose reductase,DAA09387.1
10.1016.j.ymben.2017.02.007,PAH1,P32567,Phosphatidic acid phosphohydrolase 1,NP_001289371.1
10.1016.j.ymben.2017.02.009,adh,A0A0D4D939,S-(hydroxymethyl)glutathione dehydrogenase,DAA11693.1
10.1016.j.ymben.2017.03.001,lon,P0A9M0,Lon protease,WP_354691120.1
10.1016.j.ymben.2017.03.001,lacZ,P00722,Beta-galactosidase,WP_354691818.1
10.1016.j.ymben.2017.03.001,wcaJ,P71241,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,Q9ABR0.1
10.1016.j.ymben.2017.03.001,zwf,P0AC53,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1016.j.ymben.2017.03.003,xylA,P00944,Xylose isomerase,XCO05607.1
10.1016.j.ymben.2017.03.003,yagE,P75682,Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE,CAI9389035.1
10.1016.j.ymben.2017.03.003,yjhH,P39359,Probable 2-dehydro-3-deoxy-D-pentonate aldolase YjhH,P39359.2
10.1016.j.ymben.2017.03.003,gabD,P25526,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,WP_354684406.1
10.1016.j.ymben.2017.03.003,xylB,P09099,Xylulose kinase,XP_066207616.1
10.1016.j.ymben.2017.03.003,yneI,A0A0H2V7D8,Aldehyde-dehydrogenase like protein yneI,WMN41539.1
10.1016.j.ymben.2017.03.005,Erg20,C7GRZ5,Erg20p,XP_712917.2
10.1016.j.ymben.2017.03.006,fhp,A0A0H2ZC95,Flavohemoprotein,WP_354690069.1
10.1016.j.ymben.2017.03.006,nirS,P24474,Nitrite reductase,WP_354691504.1
10.1016.j.ymben.2017.03.008,pykA,P21599,Pyruvate kinase II,XCN09597.1
10.1016.j.ymben.2017.03.008,pykF,P0AD61,Pyruvate kinase I,WP_354690261.1
10.1016.j.ymben.2017.03.008,purU,P37051,Formyltetrahydrofolate deformylase,WP_354687572.1
10.1016.j.ymben.2017.03.008,serB,P0AGB0,Phosphoserine phosphatase,WP_354688451.1
10.1016.j.ymben.2017.03.008,glyA,P0A825,Serine hydroxymethyltransferase,WP_354689290.1
10.1016.j.ymben.2017.03.008,serA,P0A9T0,D-3-phosphoglycerate dehydrogenase,XP_066233388.1
10.1016.j.ymben.2017.03.008,metF,P0AEZ1,"5,10-methylenetetrahydrofolate reductase",XAY03719.1
10.1016.j.ymben.2017.03.008,serC,P23721,Phosphoserine aminotransferase,WP_322457686.1
10.1016.j.ymben.2017.03.009,frdA,A0A6B8MTR5,Fumarate reductase flavoprotein subunit,WP_354676329.1
10.1016.j.ymben.2017.03.009,budA,A0A0J2KX11,Alpha-acetolactate decarboxylase,WP_354656165.1
10.1016.j.ymben.2017.03.009,pta,A0A6B8N3C3,phosphate acetyltransferase,WP_354690204.1
10.1016.j.ymben.2017.03.009,budB,C7E5Y0,Alpha-acetolactate synthase,CAB15618.2
10.1016.j.ymben.2017.03.009,adhE,A0A0J2HQC8,Aldehyde-alcohol dehydrogenase,XAM47746.1
10.1016.j.ymben.2017.03.009,poxB,A0A0H3H8T1,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1016.j.ymben.2017.03.009,ackA,A0A0H3HK55,Acetate kinase,WP_354688381.1
10.1016.j.ymben.2017.03.010,DXR,P45568,1-deoxy-D-xylulose 5-phosphate reductoisomerase,WP_354682295.1
10.1016.j.ymben.2017.04.001,act,P0A9N4,Pyruvate formate-lyase 1-activating enzyme,QNT59638.2
10.1016.j.ymben.2017.04.001,gadB,P69910,Glutamate decarboxylase beta,WP_354341071.1
10.1016.j.ymben.2017.04.003,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1016.j.ymben.2017.04.003,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1016.j.ymben.2017.04.003,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1016.j.ymben.2017.04.009,EGH1,P40566,Ergosteryl-beta-glucosidase,DAA08553.1
10.1016.j.ymben.2017.04.009,UGP1,P32861,UTP--glucose-1-phosphate uridylyltransferase,WP_354680227.1
10.1016.j.ymben.2017.04.009,ATR2,A0A6A5PUE5,ATR2 isoform 1,Q9SUM3.1
10.1016.j.ymben.2017.04.009,ATR1,P13090,Aminotriazole resistance protein,WP_352929598.1
10.1016.j.ymben.2017.04.009,PGM1,P33401,Phosphoglucomutase 1,WP_354688980.1
10.1016.j.ymben.2017.05.006,ydiI,A0A0H2V7M4,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",WP_354691324.1
10.1016.j.ymben.2017.06.001,tktA,P27302,Transketolase 1,WP_354690101.1
10.1016.j.ymben.2017.06.001,aroL,P0A6E1,Shikimate kinase 2,XCO02624.1
10.1016.j.ymben.2017.06.001,ppsA,P23538,Phosphoenolpyruvate synthase,WP_354682286.1
10.1016.j.ymben.2017.06.004,DGA1,Q08650,Diacylglycerol O-acyltransferase 1,XP_066167385.1
10.1016.j.ymben.2017.06.004,ADH6,Q04894,NADP-dependent alcohol dehydrogenase 6,7XL5_C
10.1016.j.ymben.2017.06.004,HFD1,Q04458,Fatty aldehyde dehydrogenase HFD1,XP_448377.1
10.1016.j.ymben.2017.06.004,GDH1,P07262,NADP-specific glutamate dehydrogenase 1,XCO03937.1
10.1016.j.ymben.2017.06.004,FAS2,P19097,Fatty acid synthase subunit alpha,WP_354671848.1
10.1016.j.ymben.2017.06.004,ACC1,Q00955,Acetyl-CoA carboxylase,WP_354692903.1
10.1016.j.ymben.2017.06.004,FAS1,P07149,Fatty acid synthase subunit beta,WP_354671848.1
10.1016.j.ymben.2017.06.004,OLE1,P21147,Acyl-CoA desaturase 1,WP_322456847.1
10.1016.j.ymben.2017.06.005,lovF,Q0C8L6,Lovastatin diketide synthase lovF,XP_065987364.1
10.1016.j.ymben.2017.06.005,lovD,Q9Y7D1,Monacolin J acid methylbutanoyltransferase,XP_065987729.1
10.1016.j.ymben.2017.06.007,URA3,Q12724,Orotidine 5'-phosphate decarboxylase,WP_354690662.1
10.1016.j.ymben.2017.06.007,LEU2,P18120,3-isopropylmalate dehydrogenase,WP_354685953.1
10.1016.j.ymben.2017.06.008,RIC1,P40395,Guanine nucleotide exchange factor subunit RIC1,XP_066224192.1
10.1016.j.ymben.2017.06.008,ARO1,A0A6C1DQ03,Pentafunctional AROM polypeptide,XP_066088172.1
10.1016.j.ymben.2017.06.008,RKI1,Q12189,Ribose-5-phosphate isomerase,WP_354687889.1
10.1016.j.ymben.2017.07.003,budA,A0A0J2KX11,Alpha-acetolactate decarboxylase,WP_354656165.1
10.1016.j.ymben.2017.07.003,budB,P27696,"Acetolactate synthase, catabolic",WP_286643311.1
10.1016.j.ymben.2017.07.003,ldhA,A0A332M026,L-lactate dehydrogenase,WP_354691639.1
10.1016.j.ymben.2017.07.003,ilvC,A6TGG1,Ketol-acid reductoisomerase (NADP(+)),XAY05516.1
10.1016.j.ymben.2017.07.003,ipdC,A0A0C7KCZ0,Indolepyruvate decarboxylase,WP_354438093.1
10.1016.j.ymben.2017.07.003,ilvD,A0A0B7GI27,Dihydroxy-acid dehydratase,WP_354688765.1
10.1016.j.ymben.2017.07.006,sucA,P0AFG3,2-oxoglutarate dehydrogenase E1 component,WP_354688041.1
10.1016.j.ymben.2017.07.006,hemL,P23893,"Glutamate-1-semialdehyde 2,1-aminomutase",WP_354688879.1
10.1016.j.ymben.2017.07.006,hemA,P0A6X1,Glutamyl-tRNA reductase,WP_354687431.1
10.1016.j.ymben.2017.07.006,gltA,P0ABH7,Citrate synthase,WP_354690523.1
10.1016.j.ymben.2017.08.001,glmS,P17169,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],XP_066199646.1
10.1016.j.ymben.2017.08.001,NeuB,A0A0H2Z2G9,Sialic acid synthase NeuB,Q5ZXH9.1
10.1016.j.ymben.2017.08.005,ispH,P62623,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,WP_354688461.1
10.1016.j.ymben.2017.08.005,idi,Q46822,Isopentenyl-diphosphate Delta-isomerase,WP_354692386.1
10.1016.j.ymben.2017.08.005,ispG,P62620,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),XAY05581.1
10.1016.j.ymben.2017.08.005,dxs,P77488,1-deoxy-D-xylulose-5-phosphate synthase,WP_354684001.1
10.1016.j.ymben.2017.08.006,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1016.j.ymben.2017.08.006,pssA,P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase,WP_354690411.1
10.1016.j.ymben.2017.08.006,tolC,P02930,Outer membrane protein TolC,WP_354692642.1
10.1016.j.ymben.2017.09.001,LDH,P04034,L-lactate dehydrogenase 1,WP_354691639.1
10.1016.j.ymben.2017.09.001,noxE,A2RIB7,NADH oxidase,WP_354670234.1
10.1016.j.ymben.2017.09.001,adhE,A0A0V8C8J7,Aldehyde-alcohol dehydrogenase,XAM47746.1
10.1016.j.ymben.2017.09.003,gabD,P25526,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,WP_354684406.1
10.1016.j.ymben.2017.09.003,sad,P76149,Succinate semialdehyde dehydrogenase [NAD(P)+] Sad,XBU84274.1
10.1016.j.ymben.2017.09.003,glcD,P0AEP9,Glycolate oxidase subunit GlcD,XCO05062.1
10.1016.j.ymben.2017.09.003,sucD,P0AGE9,Succinate--CoA ligase [ADP-forming] subunit alpha,WP_354684950.1
10.1016.j.ymben.2017.09.003,pct,A0A0E1SS39,Acetate CoA-transferase YdiF,GKY90002.1
10.1016.j.ymben.2017.09.007,ura3,Q9HFF7,Orotidine 5'-phosphate decarboxylase,WP_354690662.1
10.1016.j.ymben.2017.09.011,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1016.j.ymben.2017.09.011,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1016.j.ymben.2017.09.011,ydiI,A0A0H2V7M4,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",WP_354691324.1
10.1016.j.ymben.2017.10.001,BAT1,P38891,"Branched-chain-amino-acid aminotransferase, mitochondrial",XP_066230058.1
10.1016.j.ymben.2017.10.001,ILV2,P07342,"Acetolactate synthase catalytic subunit, mitochondrial",DAA07472.1
10.1016.j.ymben.2017.10.001,BAT2,P47176,"Branched-chain-amino-acid aminotransferase, cytosolic",XP_066210490.1
10.1016.j.ymben.2017.10.001,ARO10,Q06408,Transaminated amino acid decarboxylase,Q06408.1
10.1016.j.ymben.2017.10.001,ILV5,P06168,"Ketol-acid reductoisomerase, mitochondrial",XP_066078012.1
10.1016.j.ymben.2017.10.001,ILV3,P39522,"Dihydroxy-acid dehydratase, mitochondrial",NP_593729.1
